tid;invoicedate;invoiceduedate;subtotal;shipping;discount;tax;total;pmethod;notes;status;csd;eid;pamnt;items;taxstatus;discstatus;format_discount;refer;television;combo;term;rec;ron;multi
1001;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;1;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1010;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;10;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1012;09/01/2020;27/09/2020;61008;0;0;3992;0;EFECTIVOS ;;paid;12;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1014;09/01/2020;27/09/2020;61008;0;0;3992;0;EFECTIVOS ;;paid;14;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1015;09/01/2020;27/09/2020;61008;0;0;3992;22667;EFECTIVOS ;;due;15;8;42333;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1016;09/01/2020;27/09/2020;61008;0;0;3992;84190;EFECTIVOS ;;due;16;8;;3;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1018;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;18;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1022;09/01/2020;27/09/2020;55000;0;0;;101129;EFECTIVOS ;;due;22;8;;2;No;0;%;Yopal ;No;5Megas ;0;no;Activo;0
1023;09/01/2020;27/09/2020;61008;0;0;3992;85968;EFECTIVOS ;;due;23;8;;3;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1025;09/01/2020;27/09/2020;61008;0;0;3992;80000;EFECTIVOS ;;due;25;8;;3;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1028;09/01/2020;27/09/2020;61008;0;0;3992;0;EFECTIVOS ;;paid;28;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1029;09/01/2020;27/09/2020;61008;0;0;3992;0;EFECTIVOS ;;paid;29;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1034;09/01/2020;27/09/2020;61008;0;0;3992;30000;EFECTIVOS ;;due;34;8;35000;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1038;09/01/2020;27/09/2020;66008;0;0;3992;70000;EFECTIVOS ;;due;38;8;0;2;yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1039;09/01/2020;27/09/2020;61008;0;0;3992;0;EFECTIVOS ;;paid;39;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1040;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;40;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1042;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;42;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1043;09/01/2020;27/09/2020;61008;0;0;3992;0;EFECTIVOS ;;paid;43;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1050;09/01/2020;27/09/2020;61008;0;0;3992;0;EFECTIVOS ;;paid;50;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1051;09/01/2020;27/09/2020;61008;0;0;3992;-13822;EFECTIVOS ;;due;51;8;78822;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1060;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;60;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1061;09/01/2020;27/09/2020;61008;0;0;3992;0;EFECTIVOS ;;paid;61;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1062;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;62;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1063;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;63;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1065;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;65;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1066;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;66;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1075;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;75;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1077;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;77;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1087;09/01/2020;27/09/2020;61008;0;0;3992;62333;EFECTIVOS ;;due;87;8;2667;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1088;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;88;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1089;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;89;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1090;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;90;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1096;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;96;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1098;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;98;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1102;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;102;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1106;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;106;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1112;09/01/2020;27/09/2020;61008;0;0;3992;43333;EFECTIVOS ;;due;112;8;21667;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1115;09/01/2020;27/09/2020;61008;0;0;3992;0;EFECTIVOS ;;paid;115;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1116;09/01/2020;27/09/2020;61008;0;0;3992;45430;EFECTIVOS ;;due;116;8;19570;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1120;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;120;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1126;09/01/2020;27/09/2020;61008;0;0;3992;130000;EFECTIVOS ;;due;126;8;;3;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1134;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;134;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1135;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;135;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1138;09/01/2020;27/09/2020;61008;0;0;3992;0;EFECTIVOS ;;paid;138;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1157;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;157;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1158;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;158;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1160;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;160;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1172;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;172;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1178;09/01/2020;27/09/2020;61008;0;0;3992;98215;EFECTIVOS ;;due;178;8;;3;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1185;09/01/2020;27/09/2020;61008;0;0;3992;67000;EFECTIVOS ;;due;185;8;;3;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1192;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;192;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1197;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;197;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1198;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;198;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1202;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;202;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1203;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;203;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1205;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;205;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1207;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;207;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1215;09/01/2020;27/09/2020;61008;0;0;3992;0;EFECTIVOS ;;paid;215;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1217;09/01/2020;27/09/2020;61008;0;0;3992;0;EFECTIVOS ;;paid;217;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1223;09/01/2020;27/09/2020;61008;0;0;3992;70329;EFECTIVOS ;;due;223;8;;3;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1228;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;228;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1233;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;233;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1237;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;237;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1238;09/01/2020;27/09/2020;61008;0;0;3992;103313;EFECTIVOS ;;due;238;8;;3;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1241;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;241;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1242;09/01/2020;27/09/2020;61008;0;0;3992;30000;EFECTIVOS ;;due;242;8;35000;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1243;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;243;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1245;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;245;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1248;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;248;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1251;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;251;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1252;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;252;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1255;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;255;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1258;09/01/2020;27/09/2020;61008;0;0;3992;0;EFECTIVOS ;;paid;258;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1260;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;260;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1261;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;261;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1262;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;262;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1264;09/01/2020;27/09/2020;55000;0;0;;0;EFECTIVOS ;;paid;264;8;55000;1;No;0;%;Yopal ;No;5Megas ;0;no;Activo;0
1266;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;266;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1267;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;267;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1270;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;270;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1272;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;272;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1273;09/01/2020;27/09/2020;61008;0;0;3992;0;EFECTIVOS ;;paid;273;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1285;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;285;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1290;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;290;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1291;09/01/2020;27/09/2020;55000;0;0;;55000;EFECTIVOS ;;due;291;8;0;1;No;0;%;Yopal ;No;5Megas ;0;no;Activo;0
1292;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;292;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1298;09/01/2020;27/09/2020;55000;0;0;;74516;EFECTIVOS ;;due;298;8;;2;No;0;%;Yopal ;No;5Megas ;0;no;Activo;0
1302;09/01/2020;27/09/2020;55000;0;0;;55000;EFECTIVOS ;;due;302;8;0;1;No;0;%;Yopal ;No;5Megas ;0;no;Activo;0
1303;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;303;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1304;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;304;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1306;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;306;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1311;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;311;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1315;09/01/2020;27/09/2020;55000;0;0;;0;EFECTIVOS ;;paid;315;8;55000;1;No;0;%;Yopal ;No;5Megas ;0;no;Activo;0
1317;09/01/2020;27/09/2020;61008;0;0;3992;62833;EFECTIVOS ;;due;317;8;2167;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1320;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;320;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1322;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;322;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1324;09/01/2020;27/09/2020;55000;0;0;;55000;EFECTIVOS ;;due;324;8;0;1;No;0;%;Yopal ;No;5Megas ;0;no;Activo;0
1327;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;327;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1329;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;329;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1331;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;331;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1337;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;337;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1340;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;340;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1345;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;345;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1346;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;346;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1348;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;348;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1350;09/01/2020;27/09/2020;61008;0;0;3992;22667;EFECTIVOS ;;due;350;8;42333;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1351;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;351;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1352;09/01/2020;27/09/2020;55000;0;0;;0;EFECTIVOS ;;paid;352;8;55000;1;No;0;%;Yopal ;No;5Megas ;0;no;Activo;0
1354;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;354;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1355;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;355;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1358;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;358;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1359;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;359;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1362;09/01/2020;27/09/2020;55000;0;0;;59500;EFECTIVOS ;;due;362;8;;2;No;0;%;Yopal ;No;5Megas ;0;no;Activo;0
1364;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;364;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1366;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;366;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1367;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;367;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1369;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;369;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1372;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;372;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1373;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;373;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1375;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;375;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1380;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;380;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1382;09/01/2020;27/09/2020;55000;0;0;;55000;EFECTIVOS ;;due;382;8;0;1;No;0;%;Yopal ;No;5Megas ;0;no;Activo;0
1384;09/01/2020;27/09/2020;61008;0;0;3992;0;EFECTIVOS ;;paid;384;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
1387;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;387;8;0;2;Yes;0;%;Yopal ;Television ;5Megas ;0;no;Activo;0
