CODIGO;PROVEDOR;ALMACEN;MAC;SERIAL;FECHA LLEGADA;FECHA INSTALACION;MARCA;ASIGNADO A:;ESTADO;OBSERVACION
1761;Hessam Mansour;4;E0:67:B3:F1:E5:02;BA1310-2003003587;27/04/2020;29/04/2020;EOC;3238;BUENO;INSTALACION
1762;Hessam Mansour;4;E0:67:B3:F1:E6:07;BA1310-2003003588;27/04/2020;29/04/2020;EOC;2663;BUENO;INSTALACION
1763;Hessam Mansour;4;E0:67:B3:F1:E6:0C;BA1310-2003003589;27/04/2020;29/04/2020;EOC;3239;BUENO;INSTALACION
1764;Hessam Mansour;4;E0:67:B3:F1:E6:11;BA1310-2003003590;27/04/2020;29/04/2020;EOC;3240;BUENO;INSTALACION
1765;Hessam Mansour;4;E0:67:B3:F1:E6:16;BA1310-2003003591;27/04/2020;29/04/2020;EOC;3242;BUENO;INSTALACION
1766;Hessam Mansour;4;E0:67:B3:F1:E6:1B;BA1310-2003003592;27/04/2020;29/04/2020;EOC;3244;BUENO;INSTALACION
1767;Hessam Mansour;4;E0:67:B3:F1:E6:20;BA1310-2003003593;27/04/2020;29/04/2020;EOC;2209;BUENO;INSTALACION
1768;Hessam Mansour;4;E0:67:B3:F1:E6:25;BA1310-2003003594;27/04/2020;29/04/2020;EOC;3250;BUENO;INSTALACION
1769;Hessam Mansour;4;E0:67:B3:F1:E6:2A;BA1310-2003003595;27/04/2020;01/05/2020;;2874;BUENO;INSTALACION
1770;RECOGIDO;4;00:0F:1E:77:A6:D5;280600846231414;;04/05/2020;KYNTYPE;3180;BUENO;INSTALACION
1771;RECOGIDO;4;00:0F:1E:77:6E:78;280400832030607;;05/05/2020;KYNTYPE;3278;BUENO;INSTALACION
1772;RECOGIDO;4;00:0F:1E:76:A9:34;280600846230866;;07/05/2020;KYNTYPE;2958;BUENO;INSTALACION
1773;RECOGIDO;4;00:0F:1E:78:FC:55;280700855231247;;07/05/2020;KYNTYPE;1337;BUENO;INSTALACION
1775;RECOGIDO;4;E0:67:B3:E7:D0:AF;BA1305-1905003551;;07/05/2020;WIFI;3270;BUENO;INSTALACION
1776;Hessam Mansour;4;E0:67:B3:F2:11:40;BA1310-2003005801;08/05/2020;15/05/2020;EOC;3275;BUENO;INSTALACION
1777;Hessam Mansour;4;E0:67:B3:F2:11:45;BA1310-2003005802;08/05/2020;07/05/2020;EOC;3274;BUENO;INSTALACION
1778;Hessam Mansour;4;E0:67:B3:F2:11:4A;BA1310-2003005803;08/05/2020;08/05/2020;EOC;1012;BUENO;INSTALACION
1779;Hessam Mansour;4;E0:67:B3:F2:11:4F;BA1310-2003005804;08/05/2020;08/05/2020;EOC;1624;BUENO;INSTALACION
1780;Hessam Mansour;4;E0:67:B3:F2:11:53;BA1310-2003005805;08/05/2020;08/05/2020;EOC;3171;BUENO;INSTALACION
1781;Hessam Mansour;4;E0:67:B3:F2:11:56;BA1310-2003005805;08/05/2020;12/05/2020;EOC;1310;BUENO;INSTALACION
1782;Hessam Mansour;4;E0:67:B3:F2:11:5E;BA1310-2003005807;08/05/2020;12/05/2020;EOC;909;BUENO;INSTALACION
1783;Hessam Mansour;4;E0:67:B3:F2:11:63;BA1310-2003005808;08/05/2020;02/09/2020;EOC;3465;BUENO;INSTALACION
1784;Hessam Mansour;4;E0:67:B3:F2:11:68;BA1310-2003005809;08/05/2020;02/09/2020;EOC;3303;BUENO;INSTALACION
1785;Hessam Mansour;4;E0:67:B3:F2:11:6D;BA1310-2003005810;08/05/2020;12/05/2020;EOC;1785;BUENO;INSTALACION
1786;Hessam Mansour;4;E0:67:B3:F2:11:72;BA1310-2003005811;08/05/2020;12/05/2020;EOC;3128;BUENO;INSTALACION
1787;Hessam Mansour;4;E0:67:B3:F2:11:77;BA1310-2003005812;08/05/2020;;EOC;;MALO;cable modem da人do 
1788;Hessam Mansour;4;E0:67:B3:F2:11:7C;BA1310-2003005813;08/05/2020;15/05/2020;EOC;2511;BUENO;INSTALACION
1789;Hessam Mansour;4;E0:67:B3:F2:11:81;BA1310-2003005814;08/05/2020;12/05/2020;EOC;3280;BUENO;INSTALACION
1790;Hessam Mansour;4;E0:67:B3:F2:11:86;BA1310-2003005815;08/05/2020;12/05/2020;EOC;2622;BUENO;INSTALACION
1791;Hessam Mansour;4;E0:67:B3:F2:11:27;BA1310-2003005796;08/05/2020;12/05/2020;EOC;3277;BUENO;INSTALACION
1792;Hessam Mansour;4;E0:67:B3:F2:11:2C;BA1310-2003005797;08/05/2020;12/05/2020;EOC;50338;BUENO;INSTALACION
1793;Hessam Mansour;4;E0:67:B3:F2:11:31;BA1310-2003005798;08/05/2020;12/05/2020;EOC;3339;BUENO;INSTALACION
1794;Hessam Mansour;4;E0:67:B3:F2:11:36;BA1310-2003005799;08/05/2020;12/05/2020;EOC;2254;BUENO;INSTALACION
1795;Hessam Mansour;4;E0:67:B3:F2:11:3B;BA1310-2003005800;08/05/2020;12/05/2020;EOC;1778;BUENO;INSTALACION
1857;Hessam Mansour;4;E0:67:B3:F2:03:DF;BA1310-2003005116;15/05/2020;;EOC;3282;BUENO;INSTALACION
1858;Hessam Mansour;4;E0:67:B3:F2:03:E4;BA1310-2003005117;15/05/2020;;EOC;3283;BUENO;INSTALACION
1859;Hessam Mansour;4;E0:67:B3:F2:03:E9;BA1310-2003005118;15/05/2020;;EOC;3284;BUENO;INSTALACION
1860;Hessam Mansour;4;E0:67:B3:F2:03:EE;BA1310-2003005119;15/05/2020;;EOC;3285;BUENO;INSTALACION
1861;Hessam Mansour;4;E0:67:B3:F2:03:F3;BA1310-2003005120;15/05/2020;;EOC;3286;BUENO;INSTALACION
1862;Hessam Mansour;4;E0:67:B3:F2:03:F8;BA1310-2003005121;15/05/2020;;EOC;3287;BUENO;INSTALACION
1863;Hessam Mansour;4;E0:67:B3:F2:03:FD;BA1310-2003005122;15/05/2020;;EOC;3288;BUENO;INSTALACION
1864;Hessam Mansour;4;E0:67:B3:F2:03:0F;BA1310-2003005123;15/05/2020;;EOC;1759;BUENO;INSTALACION
1865;Hessam Mansour;4;E0:67:B3:F2:04:07;BA1310-2003005124;15/05/2020;;EOC;3289;BUENO;INSTALACION
1866;Hessam Mansour;4;E0:67:B3:F2:04:0C;BA1310-2003005125;15/05/2020;;EOC;3290;BUENO;INSTALACION
1867;Hessam Mansour;4;E0:67:B3:F2:04:11;BA1310-2003005126;15/05/2020;;EOC;3291;BUENO;INSTALACION
1868;Hessam Mansour;4;E0:67:B3:F2:04:16;BA1310-2003005127;15/05/2020;;EOC;3292;BUENO;INSTALACION
1869;Hessam Mansour;4;E0:67:B3:F2:04:1B;BA1310-2003005128;15/05/2020;;EOC;3293;BUENO;INSTALACION
1870;Hessam Mansour;4;E0:67:B3:F2:04:20;BA1310-2003005129;15/05/2020;;EOC;3294;BUENO;INSTALACION
1871;Hessam Mansour;4;E0:67:B3:F2:04:25;BA1310-2003005130;15/05/2020;;EOC;2336;BUENO;INSTALACION
1872;Hessam Mansour;4;E0:67:B3:F2:04:2A;BA1310-2003005131;15/05/2020;;EOC;3295;BUENO;INSTALACION
1873;Hessam Mansour;4;E0:67:B3:F2:04:2F;BA1310-2003005132;15/05/2020;;EOC;769;BUENO;INSTALACION
1874;Hessam Mansour;4;E0:67:B3:F2:04:34;BA1310-2003005133;22/05/2020; ;EOC;3296;BUENO;INSTALACION
1875;Hessam Mansour;4;E0:67:B3:F2:04:39;BA1310-2003005134;15/05/2020;27/05/2020;EOC;3304;BUENO;INSTALACION
1876;Hessam Mansour;4;E0:67:B3:F2:04:3E;BA1310-2003005135;15/05/2020;23/05/2020;EOC;3298;BUENO;INSTALACION
1938;RECOGIDO;4;E0:67:B3:ED:53:64;BA1305-1909004638;;26/05/2020;;5041;BUENO;INSTALACION
1939;RECOGIDO;4;E0:67:B3:ED:13:34;BA1305-1909002584;;26/05/2020;;3299;BUENO;INSTALACION
1940;RECOGIDO;4;00:0F:1E:76:A4:8D;280600846231400;;26/05/2020;;2316;BUENO;INSTALACION
1958;RECOGIDO;4;00:0F:1E:78:69:C5;280500840390817;26/05/2020;;;1327;BUENO;INSTALACION
1959;RECOGIDO;4;E0:67:B3:A3:F7:1B;BA1305-1901005880;26/05/2020;;;3300;BUENO;INSTALACION
1960;RECOGIDO;4;00:0F:1E:71:B4:05;271000788130036;27/05/2020;;King Tipe;3313;BUENO;INSTALACION
1961;Hessam Mansour;4;E0:67:B3:F3:22:15;BA1310-2003016489;28/05/2020;;;;MALO;EN BODEGA
2021;RECOGIDO;4;00:0F:1E:73:7D:93;2,71108E+13;02/06/2020;02/06/2020;king Type;974;BUENO;INSTALACION
2022;RECOGIDO;4;7C:87:79:03:EF:09;ES7101-18092480;02/06/2020;03/06/2020;EOC;1447;BUENO;INSTALACION
2023;RECOGIDO;4;E0:67:B3:27:BE:51;BA1305-1803000469;02/06/2020;03/06/2020;EOC;3323;BUENO;INSTALACION
2024;RECOGIDO;4;00:0F:1E:78:FD:F7;280700855231445;02/06/2020;03/06/2020;EOC;3324;BUENO;INSTALACION
2025;Hessam Mansour;4;E0:67:B3:F2:0C:DB;BA1310-2003005576;03/06/2020;08/06/2020;EOC;3326;BUENO;INSTALACION
2026;Hessam Mansour;4;E0.67:B3:F2:0C:E0;BA1310-2003005577;03/06/2020;09/06/2020;EOC;3328;BUENO;INSTALACION
2027;Hessam Mansour;4;E0:67:B3:F2:0C:E5;BA1310-2003005578;03/06/2020;09/06/2020;EOC;1156;BUENO;INSTALACION
2028;Hessam Mansour;4;E0:67:B3:F2:0C:EA;BA1310-2003005579;03/06/2020;09/06/2020;EOC;733;BUENO;CAMBIO DE CABLE MODEM
2029;Hessam Mansour;4;E0:67:B3:F2:0C:EF;BA1310-2003005580;03/06/2020;10/06/2020;EOC;1772;BUENO;INSTALACION
2030;Hessam Mansour;4;E0:67:B3:F2:0C:F4;BA1310-2003005581;03/06/2020;14/09/2020;EOC;3479;BUENO;INSTALACION
2031;Hessam Mansour;4;E0:67:B3:F2:0C:F9;BA1310-2003005582;03/06/2020;10/06/2020;EOC;3329;BUENO;INSTALACION
2032;Hessam Mansour;4;E0:67:B3:F2:0C:FE;BA1310-2003005583;03/06/2020;10/06/2020;EOC;3330;BUENO;INSTALACION
2033;Hessam Mansour;4;E0:67:B3:F2:0D:03;BA1310-2003005584;03/06/2020;10/06/2020;EOC;2674;BUENO;INSTALACION
2034;Hessam Mansour;4;E0:67:B3:F2:0D:08;BA1310-2003005585;03/06/2020;11/06/2020;EOC;3331;BUENO;INSTALACION
2035;Hessam Mansour;4;E0:67:B3:F2:0D:0D;BA1310-2003005586;03/06/2020;12/06/2020;EOC;3334;BUENO;INSTALACION
2036;Hessam Mansour;4;E0:67:B3:F2:0D:12;BA1310-2003005587;03/06/2020;05/08/2020;EOC;2972;BUENO;INSTALACION
2037;Hessam Mansour;4;E0:67:B3:F2:0D:17;BA1310-2003005588;03/06/2020;06/08/2020;EOC;1334;BUENO;INSTALACION
2038;Hessam Mansour;4;E0:67:B3:F2:0D:1C;BA1310-2003005589;03/06/2020;07/08/2020;EOC;3336;BUENO;INSTALACION
2039;Hessam Mansour;4;E0:67:B3:F2:0D:21;BA1310-2003005590;03/06/2020;08/08/2020;EOC;3337;BUENO;INSTALACION
2040;Hessam Mansour;4;E0:67:B3:F2:0D:26;BA1310-2003005591;03/06/2020;09/08/2020;EOC;2346;BUENO;INSTALACION
2041;Hessam Mansour;4;E0:67:B3:F2:0D:2B;BA1310-2003005592;03/06/2020;10/08/2020;EOC;3338;BUENO;INSTALACION
2042;Hessam Mansour;4;E0:67:B3:F2:0D:30;BA1310-2003005593;03/06/2020;11/08/2020;EOC;3022;BUENO;INSTALACION
2043;Hessam Mansour;4;E0:67:B3:F2:0D:35;BA1310-2003005594;03/06/2020;12/08/2020;EOC;3340;BUENO;INSTALACION
2044;Hessam Mansour;4;E0:67:B3:F2:0D:3A;BA1310-2003005595;03/06/2020;13/08/2020;EOC;3341;BUENO;INSTALACION
2065;RECOGIDO;4;E0:67:B3:A1:6C:34;BA1305-1810000480;;05/06/2020;EOC;2264;BUENO;CAMBIO DE CABLE MODEM
2067;RECOGIDO;4;E0:67:B3:2A:76:D1;BA1302-1704001132;;;EOC;;MALO;EN BODEGA
2068;RECOGIDO;4;E0:67:B3:27:BE:A9;BA1305-1803000480;10/06/2020;23/06/2020;EOC;3333;BUENO;INSTALACION
2069;RECOGIDO;4;E0:67:B3:E7:81:84;BA1305-1905001018;10/06/2020;23/06/2020;EOC;3343;BUENO;INSTALACION
2070;RECOGIDO;4;00:0F:1E:77:AE:F5;280600846230832;13/06/2020;13/06/2020;king Type;2599;BUENO;CAMBIO DE CABLE MODEM
2071;RECOGIDO;4;7C:87:79:03:09:71;ES7101-18085133;18/06/2020;14/06/2020;EOC;3342;BUENO;INSTALACION
2072;RECOGIDO;4;E89FEC06AD9C;290100893540602;18/06/2020;18/06/2020;king Type;1049;BUENO;CAMBIO DE CABLE MODEM
2073;RECOGIDO;4;00:0F:1E:76:A5:09;280600846231428;18/06/2020;18/06/2020;king Type;2790;BUENO;CONFIGURACION DE CABLE MODEM
2074;RECOGIDO;4;00:0F:1E:78:FC:45;280700855231268;19/06/2020;19/06/2020;king Type;3343;BUENO;INSTALACION
2075;RECOGIDO;4;E0:67:B3:EE:77:2C;BA1310-1911000297;19/06/2020;19/06/2020;EOC;3144;BUENO;INSTALACION
2076;RECOGIDO;4;E0:67:B3:A3:83:3B;BA1305-1901002172;19/06/2020;19/06/2020;EOC;3344;BUENO;INSTALACION
2077;RECOGIDO;4;00:0F:1E:77:ED:C1;280400832030601;19/06/2020;19/06/2020;king Type;1046;BUENO;INSTALACION
2078;RECOGIDO;4;00:0F:1E:77:64:E8;280400832030613;23/06/2020;23/06/2020;king Type;3278;BUENO;CAMBIO DE CABLE MODEM
2079;RECOGIDO;4;E0:67:B3:F0:FE:C1;BA1306-1912005228;23/06/2020;24/06/2020;EOC;3346;BUENO;INSTALACION
2080;RECOGIDO;4;00:0F:1E:77:A5:61;280600846231415;23/06/2020;24/06/2020;king Type;3347;BUENO;INSTALACION
2081;RECOGIDO;4;00:0F:1E:77:B2:39;280500840390376;23/06/2020;24/06/2020;king Type;3348;BUENO;INSTALACION
2082;RECOGIDO;4;00:0F:1E:73:7C:1D;271100801260168;23/06/2020;25/06/2020;king Type;3160;BUENO;INSTALACION
2083;RECOGIDO;4;E0:67:B3:A3:D8:83;BA1305-1901004901;23/06/2020;25/06/2020;EOC;3304;BUENO;CAMBIO DE CABLE MODEM
2084;Hessam Mansour;4;E0:67:B3:F4:A4:78;BA1310-2004015854;26/06/2020;25/06/2020;EOC;3351;BUENO;INSTALACION
2085;Hessam Mansour;4;E0:67:B3:F4:A4:D2;BA1310-2004015872;26/06/2020;25/06/2020;EOC;3349;BUENO;INSTALACION
2086;Hessam Mansour;4;E0:67:B3:F4:A4:73;BA1310-2004015853;26/06/2020;25/06/2020;EOC;2052;BUENO;INSTALACION
2087;Hessam Mansour;4;E0:67:B3:F4:A4:A5;BA1310-2004015863;26/06/2020;25/06/2020;EOC;50295;BUENO;INSTALACION
2088;Hessam Mansour;4;E0:67:B3:F4:A4:AF;BA1310-2004015865;26/06/2020;25/06/2020;EOC;3350;BUENO;INSTALACION
2089;Hessam Mansour;4;E0:67:B3:F4:A4:B4;BA1310-2004015866;26/06/2020;25/06/2020;EOC;3352;BUENO;INSTALACION
2090;Hessam Mansour;4;E0:67:B3:F4:A4:B9;BA1310-2004015867;26/06/2020;25/06/2020;EOC;3353;BUENO;INSTALACION
2091;Hessam Mansour;4;E0:67:B3:F4:A4:BE;BA1310-2004015868;26/06/2020;25/06/2020;EOC;3492;BUENO;INSTALACION
2092;Hessam Mansour;4;E0:67:B3:F4:A4:C3;BA1310-2004015869;26/06/2020;28/06/2020;EOC;3355;BUENO;INSTALACION
2093;Hessam Mansour;4;E0:67:B3:F4:A4:EB;BA1310-2004015877;26/06/2020;28/06/2020;EOC;3356;BUENO;INSTALACION
2094;Hessam Mansour;4;E0:67:B3:F4:A4:F0;BA1310-2004015878;26/06/2020;28/06/2020;EOC;3357;BUENO;INSTALACION
2095;Hessam Mansour;4;E0:67:B3:F4:A4:F5;BA1310-2004015879;26/06/2020;29/06/2020;EOC;1028;BUENO;CAMBIO DE CABLE MODEM
2096;Hessam Mansour;4;E0:67:B3:F4:A4:AA;BA1310-2004015864;26/06/2020;22/09/2020;EOC;;DA헤DO;NO DA LINK, DA헤DO
2097;Hessam Mansour;4;E0:67:B3:F4:A4:E1;BA1310-2004015875;26/06/2020;29/06/2020;EOC;3346;BUENO;INSTALACION
2098;Hessam Mansour;4;E0:67:B3:F4:A4:FF;BA1310-2004015881;26/06/2020;29/06/2020;EOC;3358;BUENO;INSTALACION
2099;Hessam Mansour;4;E0:67:B3:F4:A5:04;BA1310-2004015882;26/06/2020;29/06/2020;EOC;3359;BUENO;INSTALACION
2100;Hessam Mansour;4;E0:67:B3:F4:A4:D7;BA1310-2004015873;26/06/2020;29/06/2020;EOC;3360;BUENO;INSTALACION
2101;Hessam Mansour;4;E0:67:B3:F4:A4:DC;BA1310-2004015874;26/06/2020;29/06/2020;EOC;3361;BUENO;INSTALACION
2102;Hessam Mansour;4;E0:67:B3:F4:A4:FA;BA1310-2004015880;26/06/2020;29/06/2020;EOC;3382;BUENO;INSTALACION
2103;Hessam Mansour;4;E0:67:B3:EE:C8:9E;BA1310-1911004467;26/06/2020;29/06/2020;EOC;2057;BUENO;iNSTALACION
2104;Hessam Mansour;4;E0:67:B3:F4:A4:E6;BA1310-2004015876;26/06/2020;11/08/2020;EOC;3422;BUENO;INSTALACION
2105;Hessam Mansour;4;00:0F:1E:78:09:21;280500840390360,00;01/07/2020;01/07/2020;king Type;3142;BUENO;CAMBIO DE CABLE MODEM
2106;Hessam Mansour;4;00:0F:1E:F2:A5:16;280500840390792,00;06/07/020;06/07/020;king Type;2493;BUENO;CAMBIO DE CABLE MODEM
2107;Hessam Mansour;4;E8:9F:EC:04:87:1D;281100879530838,00;06/07/020;06/07/020;king Type;3006;BUENO;CAMBIO DE CABLE MODEM
2108;Hessam Mansour;4;00:0F:1E:77:F5:35;280400832030604,00;06/07/020;06/07/020;king Type;3268;BUENO;CAMBIO DE CABLE MODEM
2109;Hessam Mansour;4;7C:87:79:03:EE:F9;ES7101-18092478;;07/07/2020;EOC;3365;BUENO;INSTALACION
2110;Hessam Mansour;4;7C:87:79:03:EE:D1;ES7101-18092473;;07/07/2020;EOC;3359;BUENO;CAMBIO DE CABLE MODEM
2111;Hessam Mansour;4;E0:67:B3:EE:76:F5;BA1310-1911000286;07/07/2020;08/07/2020;EOC;3367;BUENO;INSTALACION
2112;Hessam Mansour;4;E0:67:B3:F1:E5:02;BA1310-2003003587;07/07/2020;08/07/2020;EOC;3368;BUENO;INSTALACION
2113;Hessam Mansour;4;E0:67:B3:F4:B1:43;BA1310-2004016508;07/07/2020;08/07/2020;BEST-COM;50218;BUENO;CAMBIO DE CABLE MODEM
2114;Hessam Mansour;4;E0:67:B3:F4:B1:48;BA1310-2004016509;07/07/2020;08/07/2020;BEST-COM;1624;BUENO;INSTALACION
2115;Hessam Mansour;4;E0:67:B3:F4:B1:4D;BA1310-2004016510;07/07/2020;08/07/2020;BEST-COM;3369;BUENO;INSTALACION
2116;Hessam Mansour;4;E0:67:B3:F4:B1.52;BA1310-2004016511;07/07/2020;08/07/2020;BEST-COM;2142;BUENO;INSTALACION
2117;Hessam Mansour;4;E0:67:B3:F4:B1:57;BA1310-2004016512;07/07/2020;08/07/2020;BEST-COM;3371;BUENO;INSTALACION
2118;Hessam Mansour;4;E0:67:B3:F4:B1:5C;BA1310-2004016513;07/07/2020;08/07/2020;BEST-COM;5270;BUENO;INSTALACION
2119;Hessam Mansour;4;E0:67:B3:F4:B1:61;BA1310-2004016514;07/07/2020;09/07/2020;BEST-COM;2906;BUENO;INSTALACION
2120;Hessam Mansour;4;E0:67:B3:F4:B1:66;BA1310-2004016515;07/07/2020;10/07/2020;BEST-COM;2899;BUENO;INSTALACION
2121;Hessam Mansour;4;E0:67:B3:F4:B1:6B;BA1310-2004016516;07/07/2020;11/07/2020;BEST-COM;3372;BUENO;INSTALACION
2122;Hessam Mansour;4;E0:67:B3:F4:B1:70;BA1310-2004016517;07/07/2020;09/07/2020;BEST-COM;3305;BUENO;CAMBIO DE CABLE MODEM
2123;Hessam Mansour;4;E0:67:B3:F4:B1:75;BA1310-2004016518;07/07/2020;09/07/2020;BEST-COM;3373;BUENO;CAMBIO DE CABLE MODEM
2124;Hessam Mansour;4;E0:67:B3:F4:B1:7A;BA1310-2004016519;07/07/2020;10/07/2020;BEST-COM;3368;BUENO;CAMBIO DE CABLE MODEM
2125;Hessam Mansour;4;E0:67:B3:F4:B1:7F;BA1310-2004016520;07/07/2020;10/10/2020;BEST-COM;;DA헤DO;REVISAR
2126;Hessam Mansour;4;E0:67:B3:F4:B1:84;BA1310-2004016521;07/07/2020;13/07/2020;BEST-COM;3375;BUENO;INSTALACION
2127;Hessam Mansour;4;E0:67:B3:F4:B1:89;BA1310-2004016522;07/07/2020;;BEST-COM;3376;DA헤DO;SE QUEMO LA PARTE DE ATR쳅 
2128;Hessam Mansour;4;E0:67:B3:F4:B1:8E;BA1310-2004016523;07/07/2020;13/07/2020;BEST-COM;3377;BUENO;INSTALACION
2129;Hessam Mansour;4;E0:67:B3:F4:B1:93;BA1310-2004016524;07/07/2020;02/092020;BEST-COM;3464;BUENO;INSTALACION
2130;Hessam Mansour;4;E0:67:B3:F4:B1:98;BA1310-2004016525;07/07/2020;13/07/2020;BEST-COM;3167;BUENO;CAMBIO DE CABLE MODEM
2131;Hessam Mansour;4;E0:67:B3:F4:B1:9D;BA1310-2004016526;07/07/2020;14/07/2020;BEST-COM;3379;BUENO;INSTALACION
2132;Hessam Mansour;4;E0:67:B3:F4:B1:A2;BA1310-2004016527;07/07/2020;15/07/2020;BEST-COM;3381;BUENO;INSTALACION
2133;Hessam Mansour;4;E0:67:B3:EE:76:F5;BA1310-1911000286;11/07/2020;11/07/2020;EOC;2313;BUENO;CAMBIO DE CABLE MODEM
